channel,message_id,subscribers,channel_type,published_at,checkpoint_min,measured_at,actual_age_min,views,reactions,forwards,source
aa_persian,127781,7934,international_news,2026-08-01T13:01:17+00:00,1440,2026-08-02T13:23:04.794636+00:00,1461.67,515,0,3,telegram
tweetychannel,409208,775951,social_entertainment,2026-08-01T13:02:01+00:00,5,2026-08-01T13:07:24.070015+00:00,5.17,1018,5,0,telegram
tweetychannel,409208,775951,social_entertainment,2026-08-01T13:02:01+00:00,10,2026-08-01T13:12:36.312598+00:00,10.38,2036,12,0,telegram
tweetychannel,409208,775951,social_entertainment,2026-08-01T13:02:01+00:00,20,2026-08-01T13:23:01.527335+00:00,20.81,6096,19,1,telegram
tweetychannel,409208,775951,social_entertainment,2026-08-01T13:02:01+00:00,30,2026-08-01T13:33:28.497362+00:00,31.24,8116,25,1,telegram
tweetychannel,409208,775951,social_entertainment,2026-08-01T13:02:01+00:00,1440,2026-08-02T13:23:07.598411+00:00,1460.93,20935,44,1,telegram
tweetfrsi,21554,664669,entertainment,2026-08-01T13:03:01+00:00,5,2026-08-01T13:08:39.218399+00:00,5.48,1070,108,9,telegram
tweetfrsi,21554,664669,entertainment,2026-08-01T13:03:01+00:00,10,2026-08-01T13:13:51.485798+00:00,10.69,1560,150,21,telegram
tweetfrsi,21554,664669,entertainment,2026-08-01T13:03:01+00:00,20,2026-08-01T13:24:16.923255+00:00,21.1,2460,186,24,telegram
tweetfrsi,21554,664669,entertainment,2026-08-01T13:03:01+00:00,30,2026-08-01T13:33:25.525777+00:00,30.24,3375,222,24,telegram
tweetfrsi,21554,664669,entertainment,2026-08-01T13:03:01+00:00,1440,2026-08-02T13:23:06.263313+00:00,1459.93,14025,622,89,telegram
varzesh3,298653,1296725,sport,2026-08-01T13:09:01+00:00,5,2026-08-01T13:15:06.640662+00:00,5.99,12396,0,1,telegram
varzesh3,298653,1296725,sport,2026-08-01T13:09:01+00:00,10,2026-08-01T13:20:19.585368+00:00,11.2,19670,0,1,telegram
varzesh3,298653,1296725,sport,2026-08-01T13:09:01+00:00,20,2026-08-01T13:29:27.275462+00:00,20.33,33164,0,36,telegram
varzesh3,298653,1296725,sport,2026-08-01T13:09:01+00:00,30,2026-08-01T13:39:52.604663+00:00,30.76,41504,0,36,telegram
varzesh3,298653,1296725,sport,2026-08-01T13:09:01+00:00,1440,2026-08-02T13:23:09.104499+00:00,1453.93,210375,0,202,telegram
footballiapp,492981,49781,sport,2026-08-01T13:10:09+00:00,5,2026-08-01T13:16:23.400707+00:00,6.16,153,1,2,telegram
footballiapp,492981,49781,sport,2026-08-01T13:10:09+00:00,10,2026-08-01T13:20:18.086128+00:00,10.06,215,1,2,telegram
footballiapp,492981,49781,sport,2026-08-01T13:10:09+00:00,20,2026-08-01T13:30:43.892895+00:00,20.5,423,3,2,telegram
footballiapp,492981,49781,sport,2026-08-01T13:10:09+00:00,30,2026-08-01T13:41:09.266223+00:00,30.92,546,4,2,telegram
footballiapp,492981,49781,sport,2026-08-01T13:10:09+00:00,1440,2026-08-02T13:23:10.450918+00:00,1452.8,1786,14,4,telegram
tweetychannel,409209,775951,social_entertainment,2026-08-01T13:11:08+00:00,5,2026-08-01T13:16:30.874661+00:00,5.18,3054,35,1,telegram
tweetychannel,409209,775951,social_entertainment,2026-08-01T13:11:08+00:00,10,2026-08-01T13:21:43.812982+00:00,10.39,4083,52,1,telegram
tweetychannel,409209,775951,social_entertainment,2026-08-01T13:11:08+00:00,20,2026-08-01T13:32:09.703839+00:00,20.82,7121,72,1,telegram
tweetychannel,409209,775951,social_entertainment,2026-08-01T13:11:08+00:00,30,2026-08-01T13:42:35.098787+00:00,31.24,8135,88,1,telegram
tweetychannel,409209,775951,social_entertainment,2026-08-01T13:11:08+00:00,1440,2026-08-02T13:23:15.848962+00:00,1451.82,19903,249,50,telegram
tweetychannel,409210,775951,social_entertainment,2026-08-01T13:11:25+00:00,5,2026-08-01T13:17:48.883317+00:00,6.19,3063,36,38,telegram
tweetychannel,409210,775951,social_entertainment,2026-08-01T13:11:25+00:00,10,2026-08-01T13:21:43.812948+00:00,10.11,5094,40,40,telegram
tweetychannel,409210,775951,social_entertainment,2026-08-01T13:11:25+00:00,20,2026-08-01T13:32:09.703786+00:00,20.54,8146,55,75,telegram
tweetychannel,409210,775951,social_entertainment,2026-08-01T13:11:25+00:00,30,2026-08-01T13:42:35.098766+00:00,30.96,9160,59,75,telegram
tweetychannel,409210,775951,social_entertainment,2026-08-01T13:11:25+00:00,1440,2026-08-02T13:23:14.511501+00:00,1451.53,20189,92,109,telegram
tweetychannel,409211,775951,social_entertainment,2026-08-01T13:11:26+00:00,5,2026-08-01T13:17:48.883281+00:00,6.18,3063,0,38,telegram
tweetychannel,409211,775951,social_entertainment,2026-08-01T13:11:26+00:00,10,2026-08-01T13:21:43.812924+00:00,10.09,5092,0,75,telegram
tweetychannel,409211,775951,social_entertainment,2026-08-01T13:11:26+00:00,20,2026-08-01T13:32:09.703754+00:00,20.52,7143,0,75,telegram
tweetychannel,409211,775951,social_entertainment,2026-08-01T13:11:26+00:00,30,2026-08-01T13:42:35.098748+00:00,30.94,9157,0,75,telegram
tweetychannel,409211,775951,social_entertainment,2026-08-01T13:11:26+00:00,1440,2026-08-02T13:23:13.153300+00:00,1451.52,21838,0,109,telegram
tweetychannel,409212,775951,social_entertainment,2026-08-01T13:11:26+00:00,5,2026-08-01T13:17:48.881906+00:00,6.18,3061,0,38,telegram
tweetychannel,409212,775951,social_entertainment,2026-08-01T13:11:26+00:00,10,2026-08-01T13:21:43.812366+00:00,10.09,4091,0,74,telegram
tweetychannel,409212,775951,social_entertainment,2026-08-01T13:11:26+00:00,20,2026-08-01T13:32:09.703516+00:00,20.52,7142,0,75,telegram
tweetychannel,409212,775951,social_entertainment,2026-08-01T13:11:26+00:00,30,2026-08-01T13:42:35.098728+00:00,30.94,9157,0,75,telegram
tweetychannel,409212,775951,social_entertainment,2026-08-01T13:11:26+00:00,1440,2026-08-02T13:23:11.788423+00:00,1451.52,21463,0,109,telegram
tweetychannel,409214,775951,social_entertainment,2026-08-01T13:14:08+00:00,5,2026-08-01T13:20:25.649835+00:00,6.08,3064,51,72,telegram
tweetychannel,409214,775951,social_entertainment,2026-08-01T13:14:08+00:00,10,2026-08-01T13:25:38.656349+00:00,11.29,5095,69,73,telegram
tweetychannel,409214,775951,social_entertainment,2026-08-01T13:14:08+00:00,20,2026-08-01T13:34:46.751436+00:00,20.44,7134,82,73,telegram
tweetychannel,409214,775951,social_entertainment,2026-08-01T13:14:08+00:00,30,2026-08-01T13:45:11.163232+00:00,30.85,8151,89,73,telegram
tweetychannel,409214,775951,social_entertainment,2026-08-01T13:14:08+00:00,1440,2026-08-02T13:23:21.275454+00:00,1448.82,19630,148,107,telegram
tweetfrsi,21555,664669,entertainment,2026-08-01T13:14:10+00:00,5,2026-08-01T13:20:22.587190+00:00,6.05,1170,10,14,telegram
tweetfrsi,21555,664669,entertainment,2026-08-01T13:14:10+00:00,10,2026-08-01T13:25:35.337511+00:00,11.26,1484,16,24,telegram
tweetfrsi,21555,664669,entertainment,2026-08-01T13:14:10+00:00,20,2026-08-01T13:34:43.746642+00:00,20.4,2403,28,44,telegram
tweetfrsi,21555,664669,entertainment,2026-08-01T13:14:10+00:00,30,2026-08-01T13:45:08.303054+00:00,30.81,3311,39,54,telegram
tweetfrsi,21555,664669,entertainment,2026-08-01T13:14:10+00:00,1440,2026-08-02T13:23:19.919557+00:00,1448.78,16225,139,162,telegram
tweetfrsi,21556,664669,entertainment,2026-08-01T13:14:10+00:00,5,2026-08-01T13:20:22.587164+00:00,6.05,869,0,14,telegram
tweetfrsi,21556,664669,entertainment,2026-08-01T13:14:10+00:00,10,2026-08-01T13:25:35.337490+00:00,11.26,1486,0,24,telegram
tweetfrsi,21556,664669,entertainment,2026-08-01T13:14:10+00:00,20,2026-08-01T13:34:43.746615+00:00,20.4,2405,0,44,telegram
tweetfrsi,21556,664669,entertainment,2026-08-01T13:14:10+00:00,30,2026-08-01T13:45:08.303027+00:00,30.81,3013,0,54,telegram
tweetfrsi,21556,664669,entertainment,2026-08-01T13:14:10+00:00,1440,2026-08-02T13:23:18.558486+00:00,1448.78,16124,0,162,telegram
tweetfrsi,21557,664669,entertainment,2026-08-01T13:14:10+00:00,5,2026-08-01T13:20:22.586627+00:00,6.05,871,0,14,telegram
tweetfrsi,21557,664669,entertainment,2026-08-01T13:14:10+00:00,10,2026-08-01T13:25:35.337037+00:00,11.26,1488,0,24,telegram
tweetfrsi,21557,664669,entertainment,2026-08-01T13:14:10+00:00,20,2026-08-01T13:34:43.745451+00:00,20.4,2706,0,44,telegram
tweetfrsi,21557,664669,entertainment,2026-08-01T13:14:10+00:00,30,2026-08-01T13:45:08.301474+00:00,30.81,3314,0,54,telegram
tweetfrsi,21557,664669,entertainment,2026-08-01T13:14:10+00:00,1440,2026-08-02T13:23:17.197657+00:00,1448.78,16164,0,162,telegram
tweetychannel,409215,775951,social_entertainment,2026-08-01T13:19:09+00:00,5,2026-08-01T13:25:38.655832+00:00,6.28,3054,48,139,telegram
tweetychannel,409215,775951,social_entertainment,2026-08-01T13:19:09+00:00,10,2026-08-01T13:29:33.232338+00:00,10.2,5095,60,174,telegram
tweetychannel,409215,775951,social_entertainment,2026-08-01T13:19:09+00:00,20,2026-08-01T13:39:58.700957+00:00,20.63,7124,77,175,telegram
tweetychannel,409215,775951,social_entertainment,2026-08-01T13:19:09+00:00,30,2026-08-01T13:50:28.512498+00:00,31.05,8143,92,209,telegram
tweetychannel,409215,775951,social_entertainment,2026-08-01T13:19:09+00:00,1440,2026-08-02T13:23:22.612582+00:00,1443.8,19476,175,366,telegram
digiato,110965,111085,technology,2026-08-01T13:20:23+00:00,5,2026-08-01T13:25:27.440513+00:00,5.04,527,7,3,telegram
digiato,110965,111085,technology,2026-08-01T13:20:23+00:00,10,2026-08-01T13:30:40.842925+00:00,10.27,811,8,3,telegram
digiato,110965,111085,technology,2026-08-01T13:20:23+00:00,20,2026-08-01T13:41:06.060071+00:00,20.69,1224,15,6,telegram
digiato,110965,111085,technology,2026-08-01T13:20:23+00:00,30,2026-08-01T13:51:36.751093+00:00,31.19,1507,20,6,telegram
digiato,110965,111085,technology,2026-08-01T13:20:23+00:00,1440,2026-08-02T13:23:24.121694+00:00,1442.57,8067,55,23,telegram
tweetychannel,409216,775951,social_entertainment,2026-08-01T13:22:10+00:00,5,2026-08-01T13:28:15.401456+00:00,5.88,3063,56,1,telegram
tweetychannel,409216,775951,social_entertainment,2026-08-01T13:22:10+00:00,10,2026-08-01T13:33:28.497151+00:00,11.09,5087,82,35,telegram
tweetychannel,409216,775951,social_entertainment,2026-08-01T13:22:10+00:00,20,2026-08-01T13:42:35.098689+00:00,20.21,6107,94,35,telegram
tweetychannel,409216,775951,social_entertainment,2026-08-01T13:22:10+00:00,30,2026-08-01T13:53:07.251999+00:00,30.74,8130,120,36,telegram
tweetychannel,409216,775951,social_entertainment,2026-08-01T13:22:10+00:00,1440,2026-08-02T13:23:26.819106+00:00,1440.78,20484,266,96,telegram
varzesh3,298654,1296725,sport,2026-08-01T13:22:26+00:00,5,2026-08-01T13:28:09.321643+00:00,5.61,12441,0,0,telegram
varzesh3,298654,1296725,sport,2026-08-01T13:22:26+00:00,10,2026-08-01T13:33:22.610778+00:00,10.82,20754,0,0,telegram
varzesh3,298654,1296725,sport,2026-08-01T13:22:26+00:00,20,2026-08-01T13:43:47.229200+00:00,21.25,31201,0,0,telegram
varzesh3,298654,1296725,sport,2026-08-01T13:22:26+00:00,30,2026-08-01T13:53:01.037458+00:00,30.47,41647,0,1,telegram
varzesh3,298654,1296725,sport,2026-08-01T13:22:26+00:00,1440,2026-08-02T13:23:25.466779+00:00,1440.52,202390,0,87,telegram
tweetychannel,409217,775951,social_entertainment,2026-08-01T13:24:01+00:00,5,2026-08-01T13:29:33.231670+00:00,5.33,3055,77,2,telegram
tweetychannel,409217,775951,social_entertainment,2026-08-01T13:24:01+00:00,10,2026-08-01T13:34:46.751273+00:00,10.55,4085,105,2,telegram
tweetychannel,409217,775951,social_entertainment,2026-08-01T13:24:01+00:00,20,2026-08-01T13:45:11.163183+00:00,20.96,6113,119,2,telegram
tweetychannel,409217,775951,social_entertainment,2026-08-01T13:24:01+00:00,30,2026-08-01T13:54:26.470621+00:00,30.2,7129,134,2,telegram
tweetychannel,409217,775951,social_entertainment,2026-08-01T13:24:01+00:00,1440,2026-08-02T13:54:26.533404+00:00,1470.39,18822,204,3,telegram
eghtesadonline,354017,75239,economy,2026-08-01T13:25:47+00:00,5,2026-08-01T13:32:05.170315+00:00,6.17,526,1,1,telegram
eghtesadonline,354017,75239,economy,2026-08-01T13:25:47+00:00,10,2026-08-01T13:36:00.389198+00:00,10.09,801,1,1,telegram
eghtesadonline,354017,75239,economy,2026-08-01T13:25:47+00:00,20,2026-08-01T13:46:24.821293+00:00,20.5,1326,1,2,telegram
eghtesadonline,354017,75239,economy,2026-08-01T13:25:47+00:00,30,2026-08-01T13:59:01.196923+00:00,32.24,1949,1,3,telegram
eghtesadonline,354017,75239,economy,2026-08-01T13:25:47+00:00,1440,2026-08-02T13:54:28.023991+00:00,1468.62,6926,1,6,telegram
tweetfrsi,21558,664669,entertainment,2026-08-01T13:26:15+00:00,5,2026-08-01T13:32:06.791141+00:00,5.7,926,18,0,telegram
tweetfrsi,21558,664669,entertainment,2026-08-01T13:26:15+00:00,10,2026-08-01T13:37:19.863597+00:00,10.93,1231,28,0,telegram
tweetfrsi,21558,664669,entertainment,2026-08-01T13:26:15+00:00,20,2026-08-01T13:46:26.307708+00:00,20.03,1835,34,0,telegram
tweetfrsi,21558,664669,entertainment,2026-08-01T13:26:15+00:00,30,2026-08-01T13:59:03.113237+00:00,31.77,2574,42,0,telegram
tweetfrsi,21558,664669,entertainment,2026-08-01T13:26:15+00:00,1440,2026-08-02T13:54:29.522325+00:00,1468.16,16402,132,2,telegram
footballiapp,492982,49781,sport,2026-08-01T13:26:46+00:00,5,2026-08-01T13:32:02.219834+00:00,5.19,150,1,1,telegram
footballiapp,492982,49781,sport,2026-08-01T13:26:46+00:00,10,2026-08-01T13:37:15.378627+00:00,10.41,270,1,2,telegram
footballiapp,492982,49781,sport,2026-08-01T13:26:46+00:00,20,2026-08-01T13:47:40.337078+00:00,20.82,395,2,4,telegram
footballiapp,492982,49781,sport,2026-08-01T13:26:46+00:00,30,2026-08-01T13:58:57.893166+00:00,31.26,486,2,4,telegram
footballiapp,492982,49781,sport,2026-08-01T13:26:46+00:00,1440,2026-08-02T13:54:31.005201+00:00,1467.64,1927,11,10,telegram
varzesh3,298655,1296725,sport,2026-08-01T13:27:00+00:00,5,2026-08-01T13:33:22.609937+00:00,6.26,10413,0,0,telegram
varzesh3,298655,1296725,sport,2026-08-01T13:27:00+00:00,10,2026-08-01T13:37:16.864958+00:00,10.18,16661,0,0,telegram
varzesh3,298655,1296725,sport,2026-08-01T13:27:00+00:00,20,2026-08-01T13:47:41.965463+00:00,20.59,30221,0,0,telegram
varzesh3,298655,1296725,sport,2026-08-01T13:27:00+00:00,30,2026-08-01T13:58:59.393469+00:00,31.02,40676,0,0,telegram
varzesh3,298655,1296725,sport,2026-08-01T13:27:00+00:00,1440,2026-08-02T13:54:32.459702+00:00,1467.41,204670,0,70,telegram
aa_persian,127782,7934,international_news,2026-08-01T13:29:09+00:00,5,2026-08-01T13:34:49.757317+00:00,5.42,39,0,0,telegram
aa_persian,127782,7934,international_news,2026-08-01T13:29:09+00:00,10,2026-08-01T13:40:01.612327+00:00,10.63,54,0,0,telegram
aa_persian,127782,7934,international_news,2026-08-01T13:29:09+00:00,20,2026-08-01T13:50:31.854873+00:00,21.05,76,0,0,telegram
aa_persian,127782,7934,international_news,2026-08-01T13:29:09+00:00,30,2026-08-01T14:00:49.306623+00:00,31.41,107,0,0,telegram
aa_persian,127782,7934,international_news,2026-08-01T13:29:09+00:00,1440,2026-08-02T13:54:33.942826+00:00,1465.26,458,0,1,telegram
tweetychannel,409219,775951,social_entertainment,2026-08-01T13:31:03+00:00,5,2026-08-01T13:37:22.777439+00:00,6.13,2046,67,35,telegram
tweetychannel,409219,775951,social_entertainment,2026-08-01T13:31:03+00:00,10,2026-08-01T13:41:16.939029+00:00,10.02,3064,89,35,telegram
tweetychannel,409219,775951,social_entertainment,2026-08-01T13:31:03+00:00,20,2026-08-01T13:51:48.247472+00:00,20.53,5094,143,35,telegram
tweetychannel,409219,775951,social_entertainment,2026-08-01T13:31:03+00:00,30,2026-08-01T14:02:05.703459+00:00,30.82,7113,193,35,telegram
tweetychannel,409219,775951,social_entertainment,2026-08-01T13:31:03+00:00,1440,2026-08-02T13:54:36.671484+00:00,1463.36,18372,504,161,telegram
tweetychannel,409220,775951,social_entertainment,2026-08-01T13:31:21+00:00,5,2026-08-01T13:37:22.776526+00:00,5.83,3052,136,36,telegram
tweetychannel,409220,775951,social_entertainment,2026-08-01T13:31:21+00:00,10,2026-08-01T13:42:35.098077+00:00,11.03,4068,169,36,telegram
tweetychannel,409220,775951,social_entertainment,2026-08-01T13:31:21+00:00,20,2026-08-01T13:51:48.247437+00:00,20.23,6102,248,70,telegram
tweetychannel,409220,775951,social_entertainment,2026-08-01T13:31:21+00:00,30,2026-08-01T14:02:05.703438+00:00,30.52,7125,289,70,telegram
tweetychannel,409220,775951,social_entertainment,2026-08-01T13:31:21+00:00,1440,2026-08-02T13:54:35.319286+00:00,1463.06,20490,681,176,telegram
tweetychannel,409221,775951,social_entertainment,2026-08-01T13:33:12+00:00,5,2026-08-01T13:38:40.891247+00:00,5.27,2049,58,1,telegram
tweetychannel,409221,775951,social_entertainment,2026-08-01T13:33:12+00:00,10,2026-08-01T13:43:53.268939+00:00,10.48,3061,70,1,telegram
tweetychannel,409221,775951,social_entertainment,2026-08-01T13:33:12+00:00,20,2026-08-01T13:54:26.470574+00:00,21.02,6103,117,35,telegram
tweetychannel,409221,775951,social_entertainment,2026-08-01T13:33:12+00:00,30,2026-08-01T14:04:44.518038+00:00,31.32,7118,150,35,telegram
tweetychannel,409221,775951,social_entertainment,2026-08-01T13:33:12+00:00,1440,2026-08-02T13:54:40.740358+00:00,1461.21,17679,319,103,telegram
eghtesadonline,354018,75239,economy,2026-08-01T13:33:13+00:00,5,2026-08-01T13:38:36.273085+00:00,5.26,401,1,2,telegram
eghtesadonline,354018,75239,economy,2026-08-01T13:33:13+00:00,10,2026-08-01T13:43:48.881681+00:00,10.46,708,2,2,telegram
eghtesadonline,354018,75239,economy,2026-08-01T13:33:13+00:00,20,2026-08-01T13:54:21.874572+00:00,21.0,1418,4,2,telegram
eghtesadonline,354018,75239,economy,2026-08-01T13:33:13+00:00,30,2026-08-01T14:04:39.614057+00:00,31.3,1949,4,2,telegram
eghtesadonline,354018,75239,economy,2026-08-01T13:33:13+00:00,1440,2026-08-02T13:54:39.383128+00:00,1461.19,7518,6,3,telegram
aa_persian,127783,7934,international_news,2026-08-01T13:33:35+00:00,5,2026-08-01T13:40:01.611824+00:00,6.19,29,0,0,telegram
aa_persian,127783,7934,international_news,2026-08-01T13:33:35+00:00,10,2026-08-01T13:43:56.187438+00:00,10.1,39,0,0,telegram
aa_persian,127783,7934,international_news,2026-08-01T13:33:35+00:00,20,2026-08-01T13:54:29.735115+00:00,20.64,62,0,0,telegram
aa_persian,127783,7934,international_news,2026-08-01T13:33:35+00:00,30,2026-08-01T14:04:47.655992+00:00,30.93,101,0,0,telegram
aa_persian,127783,7934,international_news,2026-08-01T13:33:35+00:00,1440,2026-08-02T13:54:43.556776+00:00,1460.82,447,0,1,telegram
tweetychannel,409222,775951,social_entertainment,2026-08-01T13:34:08+00:00,5,2026-08-01T13:39:58.700340+00:00,5.64,2051,133,36,telegram
tweetychannel,409222,775951,social_entertainment,2026-08-01T13:34:08+00:00,10,2026-08-01T13:45:11.161682+00:00,10.85,4080,190,70,telegram
tweetychannel,409222,775951,social_entertainment,2026-08-01T13:34:08+00:00,20,2026-08-01T13:54:26.470544+00:00,20.09,7116,301,106,telegram
tweetychannel,409222,775951,social_entertainment,2026-08-01T13:34:08+00:00,30,2026-08-01T14:04:44.517513+00:00,30.38,8140,375,107,telegram
tweetychannel,409222,775951,social_entertainment,2026-08-01T13:34:08+00:00,1440,2026-08-02T13:54:42.127884+00:00,1460.27,20513,830,267,telegram
tweetychannel,409223,775951,social_entertainment,2026-08-01T13:35:21+00:00,5,2026-08-01T13:41:16.938238+00:00,5.72,2043,11,0,telegram
tweetychannel,409223,775951,social_entertainment,2026-08-01T13:35:21+00:00,10,2026-08-01T13:46:29.510491+00:00,10.93,4067,18,0,telegram
tweetychannel,409223,775951,social_entertainment,2026-08-01T13:35:21+00:00,20,2026-08-01T13:56:53.888663+00:00,20.19,7114,23,0,telegram
tweetychannel,409223,775951,social_entertainment,2026-08-01T13:35:21+00:00,30,2026-08-01T14:06:03.640284+00:00,30.49,9139,30,0,telegram
footballiapp,492983,49781,sport,2026-08-01T13:35:58+00:00,5,2026-08-01T13:41:09.265746+00:00,5.11,124,1,2,telegram
footballiapp,492983,49781,sport,2026-08-01T13:35:58+00:00,10,2026-08-01T13:46:21.756082+00:00,10.31,185,1,2,telegram
footballiapp,492983,49781,sport,2026-08-01T13:35:58+00:00,20,2026-08-01T13:58:57.892445+00:00,22.06,309,3,2,telegram
footballiapp,492983,49781,sport,2026-08-01T13:35:58+00:00,30,2026-08-01T14:07:15.049982+00:00,31.19,388,3,2,telegram
footballiapp,492983,49781,sport,2026-08-01T13:35:58+00:00,1440,2026-08-02T13:54:46.283518+00:00,1458.44,1864,17,7,telegram
varzesh3,298656,1296725,sport,2026-08-01T13:41:48+00:00,5,2026-08-01T13:47:41.964915+00:00,5.79,10437,0,0,telegram
varzesh3,298656,1296725,sport,2026-08-01T13:41:48+00:00,10,2026-08-01T13:53:01.035855+00:00,11.1,17704,0,0,telegram
varzesh3,298656,1296725,sport,2026-08-01T13:41:48+00:00,20,2026-08-01T14:01:59.260078+00:00,20.07,26112,0,34,telegram
varzesh3,298656,1296725,sport,2026-08-01T13:41:48+00:00,30,2026-08-01T14:12:33.652634+00:00,30.65,38581,0,34,telegram
varzesh3,298656,1296725,sport,2026-08-01T13:41:48+00:00,1440,2026-08-02T13:54:47.665363+00:00,1452.61,202325,0,152,telegram
